10,21,0.18498,0.17683,0.32453,0.28761,0.18669,0.19586,0.056528,0.058255,0.13016,0.13761,0.13389,-8.6017,-8.4711,-12.217,220.15,217.82
10,24,0.18759,0.1768,0.33028,0.28192,0.1866,0.19876,0.057166,0.059469,0.12944,0.13929,0.13436,-8.7424,-8.5709,-12.336,220.17,217.08
10,27,0.19055,0.17667,0.33683,0.27543,0.18641,0.20205,0.057878,0.060862,0.12854,0.14119,0.13486,-8.9057,-8.6873,-12.475,220.22,216.24
10,30,0.19383,0.1764,0.3442,0.26816,0.18609,0.20575,0.058658,0.062439,0.12743,0.14331,0.13537,-9.0945,-8.8232,-12.637,220.3,215.3
10,33,0.19744,0.17595,0.3524,0.2601,0.1856,0.20986,0.059498,0.064204,0.1261,0.14565,0.13588,-9.3116,-8.981,-12.823,220.43,214.25
10,36,0.20135,0.17526,0.36143,0.25126,0.18489,0.21438,0.060386,0.066158,0.1245,0.14822,0.13636,-9.5599,-9.1635,-13.037,220.61,213.1
10,39,0.20555,0.17426,0.37128,0.24164,0.18392,0.21933,0.061307,0.068301,0.12262,0.15103,0.13682,-9.8433,-9.3741,-13.282,220.85,211.84
10,42,0.21001,0.1729,0.38196,0.23128,0.18266,0.22472,0.062242,0.070627,0.12041,0.15409,0.13725,-10.166,-9.6172,-13.563,221.18,210.46
10,45,0.21469,0.17109,0.39345,0.2202,0.18104,0.23056,0.063162,0.073124,0.11788,0.15743,0.13766,-10.534,-9.8981,-13.884,221.59,208.98
10,48,0.21954,0.16874,0.4057,0.20846,0.17905,0.23688,0.064032,0.075767,0.11502,0.16111,0.13806,-10.954,-10.223,-14.253,222.1,207.37
10,51,0.2245,0.16576,0.41866,0.19613,0.17667,0.24372,0.064802,0.078515,0.11187,0.16521,0.13854,-11.435,-10.601,-14.678,222.7,205.62
10,54,0.22949,0.16204,0.43227,0.18332,0.17393,0.25117,0.065407,0.081303,0.10852,0.16986,0.13919,-11.988,-11.043,-15.169,223.4,203.72
10,57,0.23443,0.15746,0.44641,0.17015,0.17093,0.25934,0.065758,0.08403,0.10517,0.17531,0.14024,-12.627,-11.562,-15.742,224.16,201.64
10,60,0.23918,0.1519,0.46095,0.15679,0.16788,0.26844,0.065734,0.086541,0.10214,0.1819,0.14202,-13.371,-12.177,-16.413,224.94,199.32
10,63,0.2436,0.14523,0.47569,0.14345,0.1652,0.27882,0.065173,0.088605,0.10003,0.19021,0.14512,-14.247,-12.913,-17.209,225.62,196.68
10,66,0.24752,0.13731,0.49041,0.13037,0.16369,0.29105,0.063851,0.089883,0.099838,0.20117,0.1505,-15.29,-13.805,-18.164,226,193.56
10,69,0.25071,0.12802,0.50481,0.11783,0.16474,0.30612,0.061475,0.089883,0.10326,0.21624,0.15975,-16.555,-14.905,-19.332,225.74,189.72
10,72,0.25293,0.11721,0.51857,0.10613,0.17083,0.32567,0.057655,0.087907,0.11317,0.23776,0.17546,-18.12,-16.289,-20.788,224.19,184.74
10,75,0.25389,0.10475,0.53129,0.095585,0.18633,0.3525,0.051916,0.083,0.13441,0.2695,0.20196,-20.116,-18.078,-22.658,220.24,177.91
10,78,0.25322,0.090512,0.54254,0.086495,0.21896,0.3915,0.043746,0.073949,0.17522,0.31755,0.24639,-22.761,-20.482,-25.153,211.92,167.97
10,81,0.25048,0.074311,0.55188,0.079133,0.28239,0.4513,0.032814,0.059459,0.24957,0.39184,0.3207,-26.481,-23.9,-28.681,195.77,152.74
18,21,0.13854,0.13244,0.27149,0.23632,0.1983,0.20421,0.17599,0.17897,0.022318,0.025235,0.023776,-3.6706,-3.5974,-7.3137,217.16,215.66
18,24,0.14096,0.13285,0.27702,0.23093,0.19948,0.20731,0.17796,0.18192,0.021519,0.025382,0.02345,-3.8106,-3.7149,-7.4422,216.86,214.87
18,27,0.1437,0.13324,0.28335,0.22482,0.20078,0.21085,0.18017,0.18527,0.020609,0.025575,0.023092,-3.9739,-3.8527,-7.5927,216.53,213.97
18,30,0.14677,0.13358,0.29049,0.21797,0.20219,0.21484,0.1826,0.18901,0.019588,0.025831,0.02271,-4.1627,-4.013,-7.767,216.17,212.95
